Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education_Updated,EducationField,EnvironmentSatisfaction_Updated,Gender,HourlyRate,JobInvolvement_Updated,JobLevel_Updated,JobRole,JobSatisfaction_Updated,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction_Updated,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance_Updated,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,36-45,0,Travel_Rarely,1225,Research & Development,10,Less Educated,Life Sciences,Very High,Male,80,Very High,Very Low,Research Scientist,Very High,Single,4680,3,0,17,3,Low,0,4,2,High,1,0,0,0
37,36-45,0,Travel_Rarely,571,Research & Development,10,Very Less Educated,Life Sciences,Very High,Female,82,High,Very Low,Research Scientist,Low,Divorced,2782,0,1,13,3,Medium,2,6,3,Medium,5,3,4,3
37,36-45,0,Travel_Rarely,342,Sales,16,Highly Educated,Marketing,Very High,Male,66,Medium,Low,Sales Executive,High,Divorced,6334,4,0,19,3,Very High,2,9,2,High,1,0,0,0
37,36-45,0,Travel_Frequently,1231,Sales,21,Less Educated,Medical,High,Female,54,High,Very Low,Sales Representative,Very High,Married,2973,5,0,15,3,Medium,1,10,3,High,5,4,0,0
37,36-45,0,Non-Travel,1252,Sales,19,Less Educated,Medical,Low,Male,32,High,Medium,Sales Executive,Medium,Single,7642,1,1,13,3,Very High,0,10,2,High,10,0,0,9
37,36-45,1,Travel_Rarely,625,Sales,1,Highly Educated,Life Sciences,Low,Male,46,Medium,Medium,Sales Executive,High,Married,10609,5,0,11,3,High,0,17,2,Low,14,1,11,7
37,36-45,1,Travel_Rarely,1141,Research & Development,11,Less Educated,Medical,Low,Female,61,Low,Low,Healthcare Representative,Medium,Married,4777,5,0,15,3,Low,0,15,2,Low,1,0,0,0
37,36-45,0,Travel_Rarely,124,Research & Development,3,Moderately Educated,Other,Very High,Female,35,High,Low,Healthcare Representative,Medium,Single,4107,3,0,15,3,Low,0,8,3,Medium,4,3,0,1
37,36-45,0,Travel_Rarely,309,Sales,10,Highly Educated,Life Sciences,Very High,Female,88,Medium,Low,Sales Executive,Very High,Divorced,6694,2,1,14,3,High,3,8,5,High,1,0,0,0
37,36-45,0,Travel_Rarely,367,Research & Development,25,Less Educated,Medical,High,Female,52,Medium,Low,Healthcare Representative,Very High,Divorced,5731,7,0,13,3,High,2,9,2,High,6,2,1,3
37,36-45,0,Travel_Rarely,977,Research & Development,1,Moderately Educated,Life Sciences,Very High,Female,56,Medium,Low,Manufacturing Director,Very High,Married,6474,1,0,13,3,Medium,1,14,2,Medium,14,8,3,11
37,36-45,0,Travel_Rarely,1439,Research & Development,4,Very Less Educated,Life Sciences,High,Male,54,High,Very Low,Research Scientist,High,Married,2996,7,1,15,3,Very High,0,8,2,High,6,4,1,3
37,36-45,0,Travel_Rarely,1462,Research & Development,11,Moderately Educated,Medical,Low,Female,94,High,Very Low,Laboratory Technician,High,Single,3629,4,0,18,3,Low,0,8,6,High,3,2,0,2
37,36-45,0,Non-Travel,1413,Research & Development,5,Less Educated,Technical Degree,High,Male,84,Very High,Very Low,Laboratory Technician,High,Single,3500,0,0,14,3,Low,0,7,2,Low,6,5,1,3
37,36-45,0,Travel_Rarely,674,Research & Development,13,Moderately Educated,Medical,Low,Male,47,High,Low,Research Scientist,Very High,Married,4285,1,0,17,3,Low,0,10,2,High,10,8,3,7
37,36-45,0,Travel_Rarely,671,Research & Development,19,Moderately Educated,Life Sciences,High,Male,85,High,Low,Manufacturing Director,High,Married,5768,3,0,17,3,Low,3,9,2,Medium,4,3,0,2
37,36-45,0,Travel_Rarely,1470,Research & Development,10,Moderately Educated,Medical,Medium,Female,71,High,Very Low,Research Scientist,Medium,Married,3936,1,0,11,3,Low,1,8,2,Low,8,4,7,7
37,36-45,0,Travel_Frequently,1278,Sales,1,Highly Educated,Medical,High,Male,31,Low,Low,Sales Executive,Very High,Divorced,9525,1,0,14,3,High,2,6,2,Medium,6,3,1,3
37,36-45,0,Travel_Rarely,589,Sales,9,Less Educated,Marketing,Medium,Male,46,Medium,Low,Sales Executive,Medium,Married,4189,1,0,14,3,Low,2,5,2,High,5,2,0,3
37,36-45,0,Travel_Rarely,1239,Human Resources,8,Less Educated,Other,High,Male,89,High,Low,Human Resources,Medium,Divorced,4071,2,0,13,3,High,0,19,4,Medium,10,0,4,7
37,36-45,1,Travel_Rarely,370,Research & Development,10,Highly Educated,Medical,Very High,Male,58,High,Low,Manufacturing Director,Low,Single,4213,1,0,15,3,Medium,0,10,4,Low,10,3,0,8
37,36-45,0,Travel_Rarely,783,Research & Development,7,Highly Educated,Medical,Very High,Male,78,High,Low,Research Scientist,Low,Married,4284,5,1,22,4,High,1,16,2,High,5,3,0,4
37,36-45,0,Travel_Rarely,161,Research & Development,10,Moderately Educated,Life Sciences,High,Female,42,Very High,Medium,Research Director,Very High,Married,13744,1,1,25,4,Low,1,16,2,High,16,11,6,8
38,36-45,0,Travel_Frequently,216,Research & Development,23,Moderately Educated,Life Sciences,Very High,Male,44,Medium,Medium,Manufacturing Director,High,Single,9526,0,0,21,4,Medium,0,10,2,High,9,7,1,3
38,36-45,0,Travel_Rarely,371,Research & Development,2,Moderately Educated,Life Sciences,Very High,Male,45,High,Very Low,Research Scientist,Very High,Single,3944,5,1,11,3,High,0,6,3,High,3,2,1,2
38,36-45,0,Travel_Frequently,653,Research & Development,29,Very Highly Educated,Life Sciences,Very High,Female,50,High,Low,Laboratory Technician,Very High,Single,2406,1,0,11,3,Very High,0,10,2,High,10,3,9,9
38,36-45,0,Non-Travel,573,Research & Development,6,Moderately Educated,Medical,Medium,Female,79,Low,Low,Research Scientist,Very High,Divorced,5329,7,1,12,3,Very High,3,17,3,High,13,11,1,9
38,36-45,0,Travel_Rarely,364,Research & Development,3,Very Highly Educated,Technical Degree,Very High,Female,32,High,Low,Research Scientist,High,Single,4317,3,1,20,4,Medium,0,19,2,High,3,2,2,3
38,36-45,0,Travel_Rarely,702,Sales,1,Highly Educated,Life Sciences,Low,Female,59,Medium,Low,Sales Executive,Very High,Single,8686,4,0,22,4,High,0,12,2,Very High,8,3,0,7
38,36-45,0,Travel_Rarely,1380,Research & Development,9,Less Educated,Life Sciences,High,Female,75,High,Very Low,Laboratory Technician,Very High,Single,2288,1,0,12,3,High,0,2,3,High,2,2,2,1
38,36-45,0,Travel_Rarely,1261,Research & Development,2,Highly Educated,Life Sciences,Very High,Male,88,High,Low,Manufacturing Director,High,Married,6553,9,0,14,3,Medium,0,14,3,High,1,0,0,0
38,36-45,0,Travel_Rarely,1084,Research & Development,29,Moderately Educated,Technical Degree,Very High,Male,54,High,Low,Manufacturing Director,Very High,Married,6261,3,0,18,3,Low,1,9,3,Low,7,7,1,7
38,36-45,1,Travel_Rarely,1180,Research & Development,29,Very Less Educated,Medical,Medium,Male,70,High,Low,Healthcare Representative,Low,Married,6673,7,1,19,3,Medium,0,17,2,High,1,0,0,0
38,36-45,0,Travel_Rarely,119,Sales,3,Moderately Educated,Life Sciences,Low,Male,76,High,Medium,Sales Executive,High,Divorced,10609,0,0,12,3,High,2,17,6,Medium,16,10,5,13
38,36-45,0,Non-Travel,1327,Sales,2,Less Educated,Life Sciences,Very High,Male,39,Medium,Low,Sales Executive,Very High,Married,5249,3,0,18,3,Very High,1,13,0,High,8,7,7,5
38,36-45,0,Travel_Rarely,322,Sales,7,Less Educated,Medical,Low,Female,44,Very High,Low,Sales Executive,Low,Divorced,5605,1,1,24,4,High,1,8,3,High,8,0,7,7
38,36-45,0,Travel_Rarely,688,Research & Development,23,Highly Educated,Life Sciences,Very High,Male,82,High,Low,Healthcare Representative,Very High,Divorced,5745,9,0,14,3,Medium,1,10,2,High,2,2,1,2
38,36-45,0,Travel_Rarely,849,Research & Development,25,Less Educated,Life Sciences,Low,Female,81,Medium,Medium,Research Director,Medium,Married,12061,3,0,17,3,High,1,19,2,High,10,8,0,1
38,36-45,0,Travel_Rarely,343,Research & Development,15,Less Educated,Life Sciences,High,Male,92,Medium,Medium,Research Director,Very High,Divorced,11510,0,1,14,3,Medium,1,12,3,High,11,10,2,9
38,36-45,0,Travel_Frequently,1490,Research & Development,2,Less Educated,Life Sciences,Very High,Male,42,High,Very Low,Laboratory Technician,Very High,Married,1702,1,1,23,4,High,1,1,3,High,1,0,0,0
38,36-45,0,Travel_Rarely,1495,Research & Development,10,Moderately Educated,Medical,High,Female,76,High,Low,Healthcare Representative,High,Married,9824,3,0,19,3,High,1,18,4,High,1,0,0,0
38,36-45,0,Travel_Rarely,362,Research & Development,1,Very Less Educated,Life Sciences,High,Female,43,High,Very Low,Research Scientist,Low,Single,2619,3,0,17,3,Very High,0,8,3,Medium,0,0,0,0
38,36-45,0,Travel_Rarely,243,Sales,7,Highly Educated,Marketing,Very High,Female,46,Medium,Low,Sales Executive,Very High,Single,4028,0,0,20,4,Low,0,8,2,High,7,7,0,5
38,36-45,0,Travel_Rarely,827,Research & Development,1,Highly Educated,Life Sciences,Medium,Female,33,Very High,Low,Healthcare Representative,Very High,Single,7625,0,0,13,3,High,0,10,4,Medium,9,7,1,8
38,36-45,0,Travel_Rarely,168,Research & Development,1,Moderately Educated,Life Sciences,High,Female,81,High,Medium,Manufacturing Director,High,Single,7861,4,1,14,3,Very High,0,10,4,Very High,1,0,0,0
38,36-45,0,Travel_Rarely,268,Research & Development,2,Very Highly Educated,Medical,Very High,Male,92,High,Very Low,Research Scientist,High,Married,3057,6,1,13,3,Medium,1,6,0,Low,1,0,0,1
38,36-45,0,Travel_Frequently,240,Research & Development,2,Highly Educated,Life Sciences,Low,Female,75,Very High,Low,Manufacturing Director,Low,Single,5980,6,1,12,3,Very High,0,17,2,High,15,7,4,12
38,36-45,0,Travel_Frequently,471,Research & Development,12,Moderately Educated,Life Sciences,Low,Male,45,Medium,Low,Healthcare Representative,Low,Divorced,6288,2,0,15,3,High,1,13,3,Medium,4,3,1,2
38,36-45,0,Travel_Rarely,395,Sales,9,Moderately Educated,Marketing,Medium,Male,98,Medium,Very Low,Sales Representative,Medium,Married,2899,0,0,19,3,Very High,1,3,3,High,2,2,1,2
38,36-45,0,Travel_Rarely,1333,Research & Development,1,Moderately Educated,Technical Degree,Very High,Female,80,High,Medium,Research Director,Low,Married,13582,1,0,13,3,Medium,1,15,3,High,15,12,5,11
38,36-45,0,Non-Travel,152,Sales,10,Moderately Educated,Technical Degree,High,Female,85,High,Low,Sales Executive,Very High,Single,5666,1,1,13,3,Medium,0,6,1,High,5,3,1,3
38,36-45,0,Travel_Frequently,1391,Research & Development,10,Very Less Educated,Medical,High,Male,66,High,Very Low,Research Scientist,High,Married,2684,0,0,17,3,Medium,1,3,0,Medium,2,1,0,2
38,36-45,0,Travel_Rarely,1035,Sales,3,Highly Educated,Life Sciences,Medium,Male,42,High,Low,Sales Executive,Very High,Single,6861,8,1,12,3,High,0,19,1,High,1,0,0,0
38,36-45,0,Travel_Frequently,1186,Research & Development,3,Highly Educated,Other,High,Male,44,High,Very Low,Research Scientist,High,Married,2821,3,0,16,3,Low,1,8,2,High,2,2,2,2
38,36-45,0,Travel_Rarely,330,Research & Development,17,Very Less Educated,Life Sciences,High,Female,65,Medium,Medium,Healthcare Representative,High,Married,8823,0,0,18,3,Low,1,20,4,Medium,19,9,1,9
38,36-45,0,Travel_Rarely,770,Sales,10,Highly Educated,Marketing,High,Male,73,Medium,Medium,Sales Executive,High,Divorced,8740,0,1,14,3,Medium,2,9,2,High,8,7,2,7
38,36-45,0,Travel_Rarely,130,Sales,2,Less Educated,Marketing,Very High,Male,32,High,Medium,Sales Executive,Medium,Single,7351,7,0,16,3,High,0,10,2,High,1,0,0,0
38,36-45,0,Travel_Rarely,433,Human Resources,1,Moderately Educated,Human Resources,High,Male,37,Very High,Very Low,Human Resources,High,Married,2844,1,0,13,3,Very High,1,7,2,Very High,7,6,5,0
38,36-45,0,Travel_Rarely,1009,Sales,2,Less Educated,Life Sciences,Medium,Female,31,High,Low,Sales Executive,Low,Divorced,6893,3,0,15,3,Very High,1,11,3,High,7,7,1,7
38,36-45,0,Travel_Frequently,693,Research & Development,7,Moderately Educated,Life Sciences,Very High,Male,57,Very High,Very Low,Research Scientist,High,Divorced,2610,1,0,11,3,Very High,3,4,2,High,4,2,0,3
38,36-45,0,Travel_Frequently,888,Human Resources,10,Highly Educated,Human Resources,High,Male,71,High,Low,Human Resources,High,Married,6077,3,0,11,3,High,0,10,2,High,6,3,1,2
38,36-45,1,Travel_Rarely,903,Research & Development,2,Moderately Educated,Medical,High,Male,81,High,Low,Manufacturing Director,Medium,Married,4855,4,0,11,3,Low,2,7,2,High,5,2,1,4
38,36-45,0,Travel_Rarely,1245,Sales,14,Moderately Educated,Life Sciences,High,Male,80,High,Low,Sales Executive,Medium,Married,9924,0,0,11,3,Very High,1,10,3,High,9,8,7,7
38,36-45,0,Travel_Rarely,437,Sales,16,Moderately Educated,Life Sciences,Medium,Female,90,High,Low,Sales Executive,Medium,Single,4198,2,0,12,3,Medium,0,8,5,Very High,3,2,1,2
38,36-45,0,Travel_Rarely,397,Research & Development,2,Less Educated,Medical,Very High,Female,54,Medium,Medium,Manufacturing Director,High,Married,7756,3,1,19,3,Very High,1,10,6,Very High,5,4,0,2
38,36-45,0,Travel_Frequently,1189,Research & Development,1,Moderately Educated,Life Sciences,Very High,Male,90,High,Low,Research Scientist,Very High,Married,4735,7,0,15,3,Very High,2,19,4,Very High,13,11,2,9
38,36-45,0,Travel_Frequently,148,Research & Development,2,Moderately Educated,Medical,Very High,Female,42,Medium,Very Low,Laboratory Technician,Medium,Single,2440,1,0,22,4,Medium,0,4,3,High,4,3,3,3
38,36-45,0,Travel_Rarely,1495,Research & Development,4,Less Educated,Medical,Very High,Female,87,High,Very Low,Laboratory Technician,High,Married,3306,7,0,19,3,Very High,1,7,5,Medium,0,0,0,0
38,36-45,0,Travel_Frequently,594,Research & Development,2,Less Educated,Medical,High,Female,75,Medium,Very Low,Laboratory Technician,Medium,Married,2468,4,0,14,3,Medium,1,9,4,Medium,6,1,0,5
38,36-45,0,Travel_Rarely,833,Research & Development,18,Moderately Educated,Medical,Medium,Male,60,Low,Low,Healthcare Representative,Very High,Married,5811,3,1,16,3,High,1,15,2,High,1,0,1,0
38,36-45,0,Travel_Rarely,1153,Research & Development,6,Less Educated,Other,Very High,Female,40,Medium,Very Low,Laboratory Technician,High,Married,3702,1,0,11,3,Medium,1,5,3,High,5,4,0,4
38,36-45,0,Non-Travel,1336,Human Resources,2,Moderately Educated,Human Resources,Low,Male,100,High,Very Low,Human Resources,Medium,Divorced,2592,5,0,13,3,Very High,3,13,3,High,11,10,3,8
38,36-45,0,Travel_Rarely,723,Sales,2,Highly Educated,Marketing,Medium,Female,77,Low,Low,Sales Representative,Very High,Married,5405,2,1,20,4,Low,2,20,4,Medium,4,2,0,3
38,36-45,0,Travel_Frequently,1394,Research & Development,8,Moderately Educated,Medical,Very High,Female,58,Medium,Low,Research Scientist,Medium,Divorced,2133,1,1,16,3,High,1,20,3,High,20,11,0,7
38,36-45,0,Travel_Rarely,1206,Research & Development,9,Less Educated,Life Sciences,Medium,Male,71,High,Very Low,Research Scientist,Very High,Divorced,4771,2,0,19,3,Very High,2,10,0,Very High,5,2,0,3
38,36-45,0,Travel_Rarely,1404,Sales,1,Moderately Educated,Life Sciences,Low,Male,59,Medium,Very Low,Sales Representative,Low,Single,2858,4,0,14,3,Low,0,20,3,Medium,1,0,0,0
38,36-45,0,Travel_Frequently,1444,Human Resources,1,Highly Educated,Other,Very High,Male,88,High,Very Low,Human Resources,Medium,Married,2991,0,1,11,3,Medium,1,7,2,High,6,2,1,2
38,36-45,0,Travel_Rarely,1321,Sales,1,Highly Educated,Life Sciences,Very High,Male,86,High,Low,Sales Executive,Medium,Married,4440,0,0,15,3,Low,2,16,3,High,15,13,5,8
38,36-45,0,Travel_Frequently,508,Research & Development,6,Highly Educated,Life Sciences,Low,Male,72,Medium,Low,Manufacturing Director,High,Married,5321,2,0,11,3,Very High,1,10,1,High,8,3,7,7
38,36-45,0,Travel_Rarely,201,Research & Development,10,Moderately Educated,Medical,Medium,Female,99,Low,Medium,Research Director,High,Married,13206,3,0,12,3,Low,1,20,3,High,18,16,1,11
38,36-45,0,Travel_Rarely,345,Sales,10,Less Educated,Life Sciences,Low,Female,100,High,Low,Sales Executive,Very High,Married,5343,1,0,11,3,High,1,10,1,High,10,7,1,9
39,36-45,1,Travel_Rarely,895,Sales,5,Moderately Educated,Technical Degree,Very High,Male,56,High,Low,Sales Representative,Very High,Married,2086,3,0,14,3,High,1,19,6,Very High,1,0,0,0
39,36-45,0,Travel_Rarely,1329,Sales,4,Highly Educated,Life Sciences,Very High,Female,47,Medium,Low,Sales Executive,High,Married,5902,4,0,14,3,High,1,17,1,Very High,15,11,5,9
39,36-45,0,Travel_Rarely,1431,Research & Development,1,Highly Educated,Medical,High,Female,96,High,Very Low,Laboratory Technician,High,Divorced,2232,7,0,14,3,High,3,7,1,High,3,2,1,2
39,36-45,0,Travel_Frequently,505,Research & Development,2,Highly Educated,Technical Degree,High,Female,64,High,Medium,Healthcare Representative,High,Single,10938,0,0,25,4,Very High,0,20,1,High,19,6,11,3
39,36-45,0,Travel_Rarely,1132,Research & Development,1,Moderately Educated,Medical,High,Male,48,Very High,Medium,Healthcare Representative,Very High,Divorced,9613,0,0,17,3,Low,3,19,5,Medium,18,10,3,7
39,36-45,0,Travel_Rarely,117,Research & Development,10,Very Less Educated,Medical,High,Male,99,High,High,Manager,Low,Married,17068,1,1,14,3,Very High,0,21,3,High,21,9,11,10
39,36-45,0,Travel_Frequently,672,Research & Development,7,Less Educated,Medical,High,Male,54,Medium,Very High,Manager,Very High,Married,19272,1,0,15,3,Low,1,21,2,High,21,9,13,3
39,36-45,1,Travel_Rarely,1162,Sales,3,Less Educated,Medical,Very High,Female,41,High,Low,Sales Executive,High,Married,5238,4,1,18,3,Low,0,12,3,Medium,1,0,0,0
39,36-45,0,Travel_Frequently,1218,Research & Development,1,Very Less Educated,Life Sciences,Medium,Male,52,High,Very High,Manager,High,Divorced,19197,1,1,14,3,High,1,21,3,High,21,8,1,6
39,36-45,0,Travel_Frequently,443,Research & Development,8,Very Less Educated,Life Sciences,High,Female,48,High,Very Low,Laboratory Technician,High,Married,3755,1,0,11,3,Low,1,8,3,High,8,3,0,7
39,36-45,0,Travel_Rarely,408,Research & Development,2,Highly Educated,Technical Degree,Very High,Female,80,Medium,Low,Healthcare Representative,High,Single,4553,1,0,11,3,Low,0,20,4,High,20,7,11,10
39,36-45,0,Travel_Rarely,141,Human Resources,3,Moderately Educated,Human Resources,High,Female,44,Very High,Low,Human Resources,Medium,Married,6389,9,0,15,3,High,1,12,3,Low,8,3,3,6
39,36-45,0,Travel_Rarely,1383,Human Resources,2,Moderately Educated,Life Sciences,Very High,Female,42,Medium,Low,Human Resources,Very High,Married,5204,8,0,11,3,High,2,13,2,High,5,4,0,4
39,36-45,1,Travel_Rarely,1122,Research & Development,6,Moderately Educated,Medical,Very High,Male,70,High,Very Low,Laboratory Technician,Low,Married,2404,7,1,21,4,Very High,0,8,2,Low,2,2,2,2
39,36-45,0,Travel_Rarely,903,Sales,2,Very Highly Educated,Life Sciences,Low,Male,41,Very High,Medium,Sales Executive,High,Single,7880,0,0,18,3,Very High,0,9,3,High,8,7,0,7
39,36-45,0,Travel_Rarely,466,Research & Development,1,Very Less Educated,Life Sciences,Very High,Female,65,Medium,High,Manufacturing Director,Very High,Married,12742,1,0,16,3,High,1,21,3,High,21,6,11,8
39,36-45,0,Travel_Frequently,945,Research & Development,22,Moderately Educated,Medical,Very High,Female,82,High,Medium,Manufacturing Director,Low,Single,10880,1,1,13,3,High,0,21,2,High,21,6,2,8
39,36-45,1,Travel_Frequently,203,Research & Development,2,Moderately Educated,Life Sciences,Low,Male,84,High,High,Healthcare Representative,Very High,Divorced,12169,7,0,11,3,Very High,3,21,4,High,18,7,11,5
39,36-45,0,Non-Travel,439,Research & Development,9,Moderately Educated,Life Sciences,High,Male,70,High,Low,Laboratory Technician,Medium,Single,6782,9,0,15,3,High,0,9,2,Medium,5,4,0,3
39,36-45,0,Travel_Rarely,412,Research & Development,13,Highly Educated,Medical,High,Female,94,Medium,High,Manager,Medium,Divorced,17123,6,1,13,3,Very High,2,21,4,High,19,9,15,2
39,36-45,1,Travel_Rarely,360,Research & Development,23,Moderately Educated,Medical,High,Male,93,High,Very Low,Research Scientist,Low,Single,3904,0,0,13,3,Low,0,6,2,High,5,2,0,3
39,36-45,0,Travel_Rarely,524,Research & Development,18,Less Educated,Life Sciences,Low,Male,32,High,Low,Manufacturing Director,High,Single,4534,0,0,11,3,Low,0,9,6,High,8,7,1,7
39,36-45,0,Travel_Rarely,1498,Sales,21,Highly Educated,Life Sciences,Low,Male,44,Medium,Low,Sales Executive,Very High,Married,6120,3,1,12,3,Very High,2,8,2,Very High,5,4,1,4
39,36-45,0,Non-Travel,1485,Research & Development,25,Less Educated,Life Sciences,High,Male,71,High,Medium,Healthcare Representative,High,Married,10920,3,0,21,4,Medium,1,13,2,High,6,4,0,5
39,36-45,1,Non-Travel,592,Research & Development,2,Moderately Educated,Life Sciences,Low,Female,54,Medium,Very Low,Laboratory Technician,Low,Single,3646,2,1,23,4,Medium,0,11,2,Very High,1,0,0,0
39,36-45,0,Travel_Rarely,1089,Research & Development,6,Moderately Educated,Life Sciences,Medium,Female,32,High,Medium,Manufacturing Director,Medium,Single,8376,4,0,18,3,Very High,0,9,3,High,2,0,2,2
39,36-45,0,Travel_Rarely,1462,Sales,6,Moderately Educated,Medical,Very High,Male,38,Very High,Medium,Sales Executive,High,Married,8237,2,0,11,3,Low,1,11,3,High,7,6,7,6
39,36-45,0,Travel_Rarely,1387,Research & Development,10,Very Highly Educated,Medical,Medium,Male,76,High,Low,Manufacturing Director,Low,Married,5377,2,0,13,3,Very High,3,10,3,High,7,7,7,7
